APP_NUMBER,AMOUNT_FUNDED,INDUSTRY,COUNTRY,ANNUAL_REVENUE,YEARS_IN_BUS,FUNDED_DATE
CD2112030827,70582.05,CONSTRUCTION,USA,"Over 10,000,000",10+ years,12/13/2021
CD2107290259,106217.25,LONG-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",3 years,9/21/2021
CD2111050854,97250,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,11/9/2021
CD2109221333,49875.75,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,12/6/2021
CD2110250250,22009,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",1 year,1/12/2022
CD2106211085,53145,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,6/24/2021
CD2111050750,304749.5,FORESTRY,CAN,"5,000,000 - 10,000,000",10+ years,11/17/2021
CD2105170910,109421.8,CONSTRUCTION,USA,"5,000,000 - 10,000,000",6 years,6/22/2021
CD2111181634,85995,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,11/24/2021
CD2106211044,12799.64,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",8 years,8/31/2021
CD2202250526,105937.66,AGGREGATE,USA,"1,000,000 - 5,000,000",10+ years,2/28/2022
CD2105170996,318604.6,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,8/23/2021
CD2110211180,60885,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,10/25/2021
CD2203210573,25297.81,CONSTRUCTION,USA,"250,000 - 500,000",8 years,3/22/2022
CD2106041022,269735.68,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,6/30/2021
CD2109221331,85995,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,12/8/2021
CD2110211157,30347.38,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,11/25/2021
CD2106211066,7740,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",6 years,7/22/2021
CD2112220498,45535,CONSTRUCTION,CAN,"Under 250,000",7 years,12/23/2021
CD2105180540,37658,RENTAL COMPANY,CAN,"Over 10,000,000",8 years,6/8/2021
CD2111170064,66903.23,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,1/17/2022
CD2106211103,81330.25,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",3 years,6/23/2021
CD2111050517,277120,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,12/20/2021
CD2109221405,55600,LONG-HAUL TRANSPORTATION,CAN,"5,000,000 - 10,000,000",7 years,9/24/2021
CD2111161198,101695,CONSTRUCTION,USA,"Under 250,000",10+ years,11/24/2021
CD2106211079,176095,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,6/29/2021
CD2101250983,35720,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",6 years,1/27/2021
CD2110080718,164575,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,10/13/2021
CD2203310443,167859,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,4/4/2022
CD2106211102,90901.56,OTHER,CAN,"1,000,000 - 5,000,000",10+ years,7/29/2021
CD2105260425,28295,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,7/28/2021
CD2201190712,110257.42,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/20/2022
CD2111181209,46627,FORESTRY,USA,"Under 250,000",5 years,11/23/2021
CD2107280995,44591.35,AGRICULTURE,CAN,"Under 250,000",1 year,7/30/2021
CD2111050427,56995,OTHER,CAN,"500,000 - 1,000,000",10+ years,11/15/2021
CD2109221352,44535,AGGREGATE,USA,"Under 250,000",10+ years,10/15/2021
CD2110211108,62400,CONSTRUCTION,USA,"Over 10,000,000",10+ years,11/10/2021
CD2109241230,58773.92,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,10/8/2021
CD2111050782,9649.8,FORESTRY,CAN,"250,000 - 500,000",4 years,11/8/2021
CD2103110260,54995,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,3/17/2021
CD2110250798,62600,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,11/2/2021
CD2107290573,91459.42,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,8/12/2021
CD2111050501,129878.23,CONSTRUCTION,USA,"Over 10,000,000",10+ years,11/12/2021
CD2108311112,13538,CONSTRUCTION,USA,"1,000,000 - 5,000,000",6 years,9/7/2021
CD2111180872,111580,CONSTRUCTION,CAN,"Under 250,000",10+ years,12/23/2021
CD2107120148,100995,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,11/5/2021
CD2201180629,83389,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,2/1/2022
CD2111220530,34905,CONSTRUCTION,USA,"Under 250,000",0 years,12/7/2021
CD2203250614,49491,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/31/2022
CD2107290860,14860,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,7/30/2021
CD2202250758,37590,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,3/1/2022
CD2103171027,65432.04,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/17/2021
CD2110211137,184075,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,11/3/2021
CD2107290628,21079.32,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,8/3/2021
CD2202250835,80327.75,CONSTRUCTION,CAN,"Over 10,000,000",2 years,3/15/2022
CD2011040802,23000,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,1/18/2021
CD2110250749,17120,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",7 years,11/2/2021
CD2107290031,42500,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,9/14/2021
CD2105260689,35359.2,AGRICULTURE,CAN,"5,000,000 - 10,000,000",10+ years,6/16/2021
CD2012070465,25995,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,2/10/2021
CD2110211102,17870.84,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,10/26/2021
CD2108190308,25008.24,CONSTRUCTION,USA,"Under 250,000",6 years,8/30/2021
CD2105260831,30260,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/27/2021
CD2012300360,43680.49,CONSTRUCTION,USA,"250,000 - 500,000",4 years,1/6/2021
CD2110211118,24334.26,CONSTRUCTION,USA,"Under 250,000",8 years,1/13/2022
CD2109210797,46984.39,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,10/6/2021
CD2105260809,44020.62,AGGREGATE,USA,"250,000 - 500,000",8 years,5/28/2021
CD2108050380,25839.66,CONSTRUCTION,USA,"250,000 - 500,000",6 years,9/16/2021
CD2111161331,31020,CONSTRUCTION,USA,"500,000 - 1,000,000",6 years,3/15/2022
CD2111150836,10565.35,CONSTRUCTION,CAN,"250,000 - 500,000",5 years,11/30/2021
CD2105261057,16951.7,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,8/9/2021
CD2202210332,68250,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,5/17/2022
CD2110250306,38017.53,AGRICULTURE,USA,"250,000 - 500,000",6 years,12/17/2021
CD2109210936,22033.53,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,9/29/2021
CD2105260873,32260,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,5/31/2021
CD2202210350,32618.75,CONSTRUCTION,USA,"500,000 - 1,000,000",8 years,3/11/2022
CD2111161266,167442,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,11/23/2021
CD2109210657,28218.64,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,12/15/2021
CD2105260654,29260,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",6 years,5/31/2021
CD2012210431,29085.56,DEALER,USA,"Under 250,000",6 years,1/27/2021
CD2111101073,78438.25,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",7 years,11/12/2021
CD2109210302,168032.08,CONSTRUCTION,USA,"Over 10,000,000",5 years,9/24/2021
CD2112220369,86676.34,CONSTRUCTION,USA,"250,000 - 500,000",4 years,2/28/2022
CD2107140912,145007.28,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,7/20/2021
CD2110211126,17260,CONSTRUCTION,CAN,"Under 250,000",10+ years,10/25/2021
CD2203210714,41822.47,CONSTRUCTION,CAN,"500,000 - 1,000,000",5 years,3/31/2022
CD2111050714,41795,CONSTRUCTION,USA,"Under 250,000",6 years,1/25/2022
CD2107140924,20277,CONSTRUCTION,USA,"Under 250,000",3 years,8/12/2021
CD2111161397,92725.81,CONSTRUCTION,USA,"1,000,000 - 5,000,000",5 years,11/23/2021
CD2106211184,17573.2,CONSTRUCTION,USA,"Under 250,000",4 years,6/29/2021
CD2105181034,57735.83,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,7/12/2021
CD2107140669,37474.65,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,9/15/2021
CD2110211161,69305.99,CONSTRUCTION,CAN,"250,000 - 500,000",9 years,10/27/2021
CD2203280430,34000,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,4/29/2022
CD2105260731,72435,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,5/31/2021
CD2107140737,32445,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,7/20/2021
CD2110250404,51397.2,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",7 years,10/27/2021
CD2109241267,38750,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,11/10/2021
CD2105260470,19391.07,RENTAL COMPANY,USA,"Under 250,000",2 years,7/23/2021
CD2012071230,55956.03,AGGREGATE,USA,"Under 250,000",5 years,2/3/2021
CD2112030092,18181.14,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/6/2021
CD2107290343,34169.88,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,8/18/2021
CD2112220266,82737.12,RENTAL COMPANY,USA,"250,000 - 500,000",5 years,12/23/2021
CD2107140291,66388.65,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,7/20/2021
CD2110211098,49592,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/24/2022
CD2108190297,373271.25,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,9/13/2021
CD2202250775,138090.47,OTHER,USA,"500,000 - 1,000,000",1 year,2/28/2022
CD2108311118,94785,RENTAL COMPANY,USA,"500,000 - 1,000,000",5 years,9/8/2021
CD2110211253,435995,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,1/24/2022
CD2106211165,20740,CONSTRUCTION,CAN,"250,000 - 500,000",4 years,6/28/2021
CD2202250684,76182.5,OTHER,USA,"5,000,000 - 10,000,000",10+ years,3/14/2022
CD2012160150,65795,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,1/7/2021
CD2112030694,90885,MINING,USA,"Over 10,000,000",8 years,12/7/2021
CD2106211175,14852,CONSTRUCTION,USA,"250,000 - 500,000",3 years,6/30/2021
CD2112220443,39612.68,MANUFACTURING,USA,"500,000 - 1,000,000",10+ years,12/29/2021
CD2112060844,24025,MATERIAL HANDLING,USA,"1,000,000 - 5,000,000",10+ years,12/8/2021
CD2111180931,53640.26,SHORT-HAUL TRANSPORTATION,CAN,"Under 250,000",10+ years,1/11/2022
CD2107300514,37332.85,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",8 years,8/4/2021
CD2202250808,42345,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,3/10/2022
CD2012070919,37645,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",2 years,1/7/2021
CD2203250560,101586.41,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,3/28/2022
CD2106211169,90206.88,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",4 years,12/3/2021
CD2112220509,125295,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,1/28/2022
CD2111220617,100365,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,12/1/2021
CD2111181535,49616.1,CONSTRUCTION,USA,"500,000 - 1,000,000",6 years,11/22/2021
CD2109210646,27184.5,CONSTRUCTION,USA,"5,000,000 - 10,000,000",4 years,9/23/2021
CD2105181166,111095,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,8/18/2021
CD2012071038,126195,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",8 years,1/7/2021
CD2112030083,161524.5,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,12/15/2021
CD2107300439,136350,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,8/5/2021
CD2112220582,32803.44,CONSTRUCTION,USA,"5,000,000 - 10,000,000",6 years,1/5/2022
CD2107260550,21300,CONSTRUCTION,USA,"Under 250,000",2 years,8/30/2021
CD2112030682,17243.8,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/7/2021
CD2107300367,26594,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,8/3/2021
CD2108060215,9495,AGRICULTURE,USA,"Under 250,000",5 years,8/17/2021
CD2109160130,94655,RENTAL COMPANY,USA,"500,000 - 1,000,000",7 years,10/7/2021
CD2203250339,33322.75,CONSTRUCTION,USA,"250,000 - 500,000",4 years,3/28/2022
CD2107300713,67495,SHORT-HAUL TRANSPORTATION,CAN,"Under 250,000",9 years,8/30/2021
CD2108060224,32925.87,OTHER,USA,"250,000 - 500,000",10+ years,8/16/2021
CD2107260728,100776,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",7 years,7/30/2021
CD2110211088,53188.05,FORESTRY,CAN,"Under 250,000",2 years,10/25/2021
CD2109210706,150995,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,9/27/2021
CD2111230719,16195,CONSTRUCTION,USA,"500,000 - 1,000,000",7 years,12/10/2021
CD2108130722,142785,MANUFACTURING,USA,"1,000,000 - 5,000,000",10+ years,8/16/2021
CD2111190009,35703.75,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",1 year,12/13/2021
CD2107300424,24000,FORESTRY,USA,"250,000 - 500,000",10+ years,9/29/2021
CD2108060252,74640.9,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",4 years,9/2/2021
CD2107260313,11678.23,CONSTRUCTION,USA,"500,000 - 1,000,000",4 years,8/16/2021
CD2110211187,23369,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,11/23/2021
CD2107300403,131980,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",4 years,8/31/2021
CD2108060266,51454.78,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,9/9/2021
CD2107080320,9822.5,CONSTRUCTION,USA,"250,000 - 500,000",4 years,7/9/2021
CD2111161324,64795,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,12/1/2021
CD2109210562,72535,LONG-HAUL TRANSPORTATION,CAN,"5,000,000 - 10,000,000",10+ years,9/24/2021
CD2202260372,29631.25,CONSTRUCTION,USA,"Under 250,000",4 years,3/21/2022
CD2107080296,87433,OTHER,USA,"1,000,000 - 5,000,000",10+ years,7/8/2021
CD2111180973,24505.92,CONSTRUCTION,CAN,"Under 250,000",10+ years,11/30/2021
CD2112090962,51671.94,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,12/22/2021
CD2202251241,24833.55,OTHER,USA,"250,000 - 500,000",7 years,3/14/2022
CD2107260608,126495,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,7/27/2021
CD2203250448,44048.5,SHORT-HAUL TRANSPORTATION,CAN,"Over 10,000,000",8 years,3/29/2022
CD2203280601,65885,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,4/5/2022
CD2112220638,51538,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,1/19/2022
CD2107080592,13620,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,8/10/2021
CD2203250712,47108.66,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",8 years,3/31/2022
CD2109241388,38623.2,CONSTRUCTION,USA,"Over 10,000,000",10+ years,10/28/2021
CD2202251042,63163.11,MANUFACTURING,USA,"250,000 - 500,000",5 years,2/28/2022
CD2107080921,9660,CONSTRUCTION,CAN,"250,000 - 500,000",9 years,7/12/2021
CD2203250588,38763.49,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/31/2022
CD2109210523,135915,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,9/22/2021
CD2108060833,39812.72,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,8/25/2021
CD2108130589,115105,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,8/27/2021
CD2111190889,11740.71,OTHER,USA,"Under 250,000",10+ years,11/30/2021
CD2110260460,575139.5,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,11/17/2021
CD2202251203,164597.3,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/3/2022
CD2107260798,163160,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",6 years,7/27/2021
CD2112030919,29875.67,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,12/23/2021
CD2107290670,19195,CONSTRUCTION,USA,"Over 10,000,000",10+ years,7/30/2021
CD2108060826,38342,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,8/31/2021
CD2107260594,60367.5,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,8/9/2021
CD2112030024,65550.46,CONSTRUCTION,USA,"Over 10,000,000",10+ years,12/6/2021
CD2109210378,79424.28,RENTAL COMPANY,CAN,"Under 250,000",2 years,10/28/2021
CD2202251068,33054,MANUFACTURING,CAN,"Under 250,000",10+ years,3/24/2022
CD2107261005,37960.06,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,10/21/2021
CD2203250788,57022.5,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,5/17/2022
CD2107290855,153181.51,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,8/11/2021
CD2112220626,48244.5,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,1/21/2022
CD2107260453,124165.38,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",4 years,8/4/2021
CD2111190863,167442,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,11/30/2021
CD2112090656,49356.75,MANUFACTURING,USA,"1,000,000 - 5,000,000",10+ years,2/28/2022
CD2105181112,38651.49,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,5/28/2021
CD2108130298,52646.89,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,9/17/2021
CD2111170016,222535,AGRICULTURE,CAN,"500,000 - 1,000,000",10+ years,11/25/2021
CD2112090089,201608,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,1/4/2022
CD2112220635,16095,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",5 years,1/7/2022
CD2108130721,92195,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,8/31/2021
CD2203250644,81495,CONSTRUCTION,USA,"5,000,000 - 10,000,000",5 years,3/25/2022
CD2109070292,10285,CONSTRUCTION,USA,"Under 250,000",5 years,10/12/2021
CD2108060167,117327.07,CONSTRUCTION,USA,"5,000,000 - 10,000,000",9 years,8/9/2021
CD2108130481,31260,OTHER,CAN,"1,000,000 - 5,000,000",10+ years,9/28/2021
CD2111170211,73334.53,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,12/6/2021
CD2107300827,140000,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",3 years,8/5/2021
CD2202251248,39761.32,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/28/2022
CD2107260876,37916.92,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,10/25/2021
CD2111191143,75683.8,SHORT-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,11/29/2021
CD2108190726,83990,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",3 years,9/28/2021
CD2202280180,30026.34,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,3/14/2022
CD2107080370,20995,CONSTRUCTION,CAN,"500,000 - 1,000,000",8 years,7/9/2021
CD2112131024,15072,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,12/23/2021
CD2109241330,362427.7,SHORT-HAUL TRANSPORTATION,CAN,"5,000,000 - 10,000,000",10+ years,9/30/2021
CD2105190287,29198.2,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,12/9/2021
CD2107260260,14287.26,DEALER,USA,"1,000,000 - 5,000,000",7 years,7/28/2021
CD2111170052,73903.6,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",8 years,12/15/2021
CD2112090788,47558.35,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",4 years,12/13/2021
CD2202251259,83803.54,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,2/28/2022
CD2107080191,39271.65,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,8/25/2021
CD2111191270,10535,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,12/1/2021
CD2108190464,99995,RENTAL COMPANY,USA,"1,000,000 - 5,000,000",10+ years,10/29/2021
CD2202251086,110718.76,SHORT-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",10+ years,2/28/2022
CD2107080409,32945,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,7/27/2021
CD2111190934,115697.51,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",2 years,3/11/2022
CD2108190992,81881.79,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,8/25/2021
CD2106031034,27745,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,6/21/2021
CD2107080969,20283,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,7/9/2021
CD2111170094,58581,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/15/2021
CD2108190601,32312,SHORT-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,9/30/2021
CD2111230632,51735,CONSTRUCTION,USA,"Over 10,000,000",10+ years,11/30/2021
CD2107260297,106550.39,FORESTRY,CAN,"1,000,000 - 5,000,000",10+ years,7/28/2021
CD2112290706,226995,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,1/26/2022
CD2107300261,77735,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,7/30/2021
CD2202251172,99974.66,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/2/2022
CD2107080605,47377.63,SHORT-HAUL TRANSPORTATION,CAN,"Under 250,000",8 years,7/16/2021
CD2111220388,83937.86,OTHER,USA,"250,000 - 500,000",8 years,1/18/2022
CD2107300818,56494,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",6 years,10/8/2021
CD2111230816,24260,LONG-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",6 years,11/25/2021
CD2106140281,20314.5,CONSTRUCTION,USA,"250,000 - 500,000",5 years,6/14/2021
CD2111191181,57910,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/16/2022
CD2109070452,133498.98,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,9/23/2021
CD2102160181,69300,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,3/2/2021
CD2107080680,140935.2,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,9/29/2021
CD2111190989,139174.5,AGGREGATE,CAN,"Under 250,000",10+ years,11/26/2021
CD2107300456,40395,CONSTRUCTION,USA,"1,000,000 - 5,000,000",3 years,11/4/2021
CD2105181482,35251.5,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,5/31/2021
CD2107080802,69482.4,RENTAL COMPANY,USA,"1,000,000 - 5,000,000",10+ years,8/25/2021
CD2110220981,80704.4,CONSTRUCTION,CAN,"250,000 - 500,000",8 years,10/26/2021
CD2108190893,20482.45,OTHER,USA,"500,000 - 1,000,000",10+ years,9/17/2021
CD2105181359,22610.08,CONSTRUCTION,USA,"Over 10,000,000",10+ years,5/28/2021
CD2107080873,57535,MATERIAL HANDLING,USA,"500,000 - 1,000,000",6 years,9/5/2021
CD2111191040,142535,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/1/2021
CD2107300364,227253,SHORT-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",10+ years,9/10/2021
CD2012210478,22238.45,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",9 years,3/17/2021
CD2106140241,39839.11,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,8/31/2021
CD2112130400,68672.5,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,12/13/2021
CD2203280940,75990,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,4/8/2022
CD2108310664,125935,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",5 years,10/19/2021
CD2106140280,82684.34,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",5 years,9/24/2021
CD2111190904,90661.36,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",9 years,11/19/2021
CD2107120451,39400,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",5 years,9/15/2021
CD2112071569,175373,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",6 years,12/13/2021
CD2106140212,192662,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,6/18/2021
CD2110220676,76499,DEALER,USA,"Over 10,000,000",10+ years,11/8/2021
CD2108190471,24260.76,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",4 years,8/19/2021
CD2112071450,43515.61,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/16/2021
CD2107080805,41785.94,CONSTRUCTION,CAN,"Under 250,000",7 years,10/7/2021
CD2110251116,42439,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,10/28/2021
CD2112230195,20052.56,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,2/15/2022
CD2111231234,29224.12,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,12/29/2021
CD2106140181,101512.5,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,9/15/2021
CD2111030757,30845,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,4/29/2022
CD2107300362,14565,AGGREGATE,USA,"1,000,000 - 5,000,000",10+ years,8/5/2021
